auction_id,ConvertedDateTime,creative_duration,creative_id,campaign_id,advertiser_id,placement_id,placement_language,website_id,referer_deep_three,ua_country,ua_os,ua_browser,ua_browser_version,ua_device,user_average_seconds_played,seconds_played
867917b6-4249-4bbb-8a40-9e8284af9eb8,2018-01-30 13:55,18,196582,197912,4201,45254,de,30887,de/99damage/csgo,de,Android,Facebook App,,Phone,,8
86ac78f7-f141-47a0-91c2-5b125142fb20,2018-01-30 21:59,110,201736,211465,7096,43804,es,30097,com.mx/proceso/520407,mx,Android,Chrome Mobile,62.0,Phone,,52
873126cf-2844-495a-8bdb-7e08d79ddd3c,2018-01-30 19:53,15,198514,215163,3978,43247,en,29786,com/destinationtips/travel,us,Android,Facebook App,,Phone,5,0
87f9f9b3-3470-4fee-b7fd-6b97ec93e4a0,2018-01-30 19:02,20,201098,213721,2635,48065,en,32298,pe/rpp/peru,pe,Android,Chrome Mobile,62.0,Phone,,0
895511a6-3cc1-48e2-810e-a890d7fe7fa4,2018-01-30 04:03,15,198938,211437,1939,42339,es,29375,com/sanjuan8/m,ar,Android,Chrome Mobile,64.0,Phone,12,15
8a7bd031-a5f8-493e-9821-caeb4b7e47f2,2018-01-30 20:00,14,202484,214875,8794,48174,en,32318,com/reductress/post,us,Android,Facebook App,,Phone,15,4
8bb7684d-704d-4d8a-a1ba-189ae8f53834,2018-01-30 00:06,30,201296,213746,6152,44222,en,30353,com/greatist/eat,us,Android,Android webview,,Phone,,20
91522e87-d57e-4c5a-b66a-0b4c71552d10,2018-01-30 14:37,11,201368,214003,2295,44222,en,30353,com/greatist/health,us,Android,Chrome Mobile,64.0,Phone,,0
91ec1d3a-a751-4a4c-bdcb-a7623b89139e,2018-01-30 03:11,30,201296,213746,6152,43247,en,29786,com/destinationtips/destinations,us,Android,Chrome Mobile,64.0,Phone,,1
d4d728eb-f88e-42c8-bbc9-f646fc3ea9a8,2018-01-30 13:00,28,198703,215548,2211,43271,es,29800,com/ambito/910886-gobierno-paga-costos-que-no-debe-justicia-mira-sonriente,ar,Windows,Chrome,63.0,PersonalComputer,,12
d54616e3-3d57-4771-af3e-2b8704c22f02,2018-01-30 19:38,14,197895,213761,7452,39477,en,27943,com/star-telegram/news,us,OS X,Chrome,57.0,PersonalComputer,,1
d694f582-46b5-4c3d-bff1-e97bba02e994,2018-01-30 20:57,14,201291,213746,6152,43247,en,29786,com/destinationtips/travel,us,Android,Facebook App,,Phone,,0
d7c08da2-a35e-4499-a4ad-5133b3c628b2,2018-01-30 19:22,30,198272,215349,5800,44222,en,30353,com/greatist/move,us,macOS,Chrome,63.0,PersonalComputer,4,3
d84f66f2-ba9f-4ed6-a276-8d55a87fec0c,2018-01-30 23:14,14,201300,213745,6152,43247,en,29786,com/destinationtips/destinations,us,Windows,Microsoft Edge,16.0,PersonalComputer,,11
da379ba5-672b-4e81-8c85-dabde5caa7ea,2018-01-30 01:05,14,202222,215147,4047,44907,en,30710,com/sparkpeople/recipes,ca,OS X,Chrome,63.0,PersonalComputer,10,3
e20b0a2f-3e0c-49d3-820d-7d6a1c526fca,2018-01-30 01:05,12,201363,214002,2295,44222,en,30353,com/greatist/health,us,Android,Chrome Mobile,62.0,Phone,,0
e26940bb-f51f-4764-b41d-e70efbc5029d,2018-01-30 18:23,20,201098,213721,2635,48065,en,32298,pe/rpp/lima,pe,Android,Chrome Mobile,59.0,Phone,,2
baf5f395-df21-4401-86bb-b579eeb486cf,2018-01-30 14:55,14,200831,210421,8770,44269,en,30374,com/eurweb/mobile,us,iOS,Facebook App,,Phone,,5
bb7d8ef5-0841-4470-a666-580ca094d17e,2018-01-30 09:30,30,182085,193516,8194,44662,de,30587,de/dogforum/index.php,de,iOS,Safari mobile,11.0,Phone,,2
bdbb3400-c644-44c8-b75d-704a46e4e006,2018-01-30 15:59,18,196589,197912,4201,41991,de,29197,de/mail/my,de,Android,Chrome Mobile,64.0,Phone,,13
be8a8f57-1847-4de9-908b-e2938c6c176d,2018-01-30 15:01,86,197646,209266,8979,45254,de,30887,de/99damage/csgo,de,Android,Facebook App,,Phone,0,62
c18de652-c4ad-49f7-b493-80f64f02b165,2018-01-30 19:11,11,201366,214002,2295,44222,en,30353,com/greatist/eat,us,Windows,Chrome,63.0,PersonalComputer,52,0
c3ad004e-c21a-4374-8bf3-7c9466f4780e,2018-01-30 07:27,14,201770,214520,7157,43567,en,29950,com/dallasnews/life,us,iOS,Chrome Mobile,64.0,Tablet,,2
c5c53697-2367-4892-af36-4acee775fd2f,2018-01-30 03:02,14,201291,213746,6152,44222,en,30353,com/greatist/play,us,iOS,Safari mobile,11.0,Phone,,0
c6bc506c-74e4-4b20-8053-55a77e5ede62,2018-01-30 06:32,18,196619,197894,4201,45254,de,30887,de/99damage/csgo,de,iOS,Safari mobile,11.0,Phone,10.600000381469728,12
cac7ebd8-87f7-4a22-bf4d-eebd725403f4,2018-01-30 22:03,29,202437,214871,8794,48174,en,32318,com/reductress/post,us,Android,Chrome Mobile,63.0,Phone,1,3
3efe4342-21a1-4a3e-b231-d333a7a93708,2018-01-30 22:41,12,201370,214003,2295,44222,en,30353,com/greatist/health,us,Android,Chrome Mobile,63.0,Phone,4,10
4388d95b-1b1a-43fc-9857-eb8ff3539081,2018-01-30 03:57,15,198254,210633,7595,44222,en,30353,com/greatist/eat,us,Android,Android webview,,Phone,,0
48f26668-cb51-4a0b-8caf-027adaa07b72,2018-01-30 16:43,14,200696,213287,2998,39477,en,27943,com/star-telegram/news,us,Windows,Chrome,63.0,PersonalComputer,3,12
4ea33e77-1e3f-4980-a1b8-9a6f79d932ea,2018-01-30 14:06,15,201372,214003,2295,44222,en,30353,com/greatist/fitness,us,iOS,Google App,41.0,Phone,6,4
4f79a441-9068-46e7-8a39-e1e9b29bb9cd,2018-01-30 18:48,9,199027,211480,8974,44662,de,30587,de/dogforum/index.php,de,Android,Chrome Mobile,63.0,Phone,12,3
52661394-249e-47de-8e5c-f98299d3387a,2018-01-30 05:20,15,201649,214352,8707,42598,en,29492,net/playgroundmag/noticias,do,iOS,Facebook App,,Phone,,0
54500f0e-8680-40c6-bbf1-33cc0acaf6b0,2018-01-30 00:01,28,198703,215548,2211,42335,es,29371,com.ar/lacapital/m,ar,Android,Chrome Mobile,64.0,Phone,1.5714285373687744,14
55b3ffc0-f72a-4719-ad2e-5aa4566554bd,2018-01-30 23:11,14,201300,213745,6152,44907,en,30710,com/sparkpeople/recipes,us,Windows,Microsoft Edge,16.0,PersonalComputer,,3
f9b4e779-8244-4a10-a692-23818d2e716a,2018-01-30 03:58,15,198252,210633,7595,44222,en,30353,com/greatist/health,us,Android,Chrome Mobile,63.0,Phone,,2
fa37f3b5-902e-4536-934b-5328cf124ff2,2018-01-30 00:58,29,198783,211286,9041,44222,en,30353,com/greatist/health,us,OS X,Firefox,57.0,PersonalComputer,,0
fb4d35a7-f7ef-489d-adab-626d72780093,2018-01-30 19:28,15,201291,213746,6152,43247,en,29786,com/destinationtips/destinations,us,Android,Chrome Mobile,64.0,Phone,,14
fbd1858a-85a7-4da1-bebe-50faddb1e95c,2018-01-30 21:42,16,199175,193231,8217,47081,en,31754,co.uk/royalmailchat/community,uk,iOS,Safari mobile,11.0,Phone,4,6
fc0cad0a-d3e0-418f-9ba8-9d3e7c6cf336,2018-01-30 13:05,18,196611,197894,4201,45254,de,30887,de/99damage/csgo,de,Android,Chrome Mobile,63.0,Phone,,14
fdbbd7f4-131f-448d-ab53-382ade6dea3c,2018-01-30 22:08,135,202911,214126,2908,42796,en,29576,cl/24horas/noticiarios,ec,Android,Chrome Mobile,64.0,Phone,,10
ff8b1dc4-ec34-435a-bb60-246f427c0f84,2018-01-30 19:27,11,201368,214003,2295,44222,en,30353,com/greatist/fitness,us,Windows,Chrome,63.0,PersonalComputer,,0
0004ca5e-726f-4292-bcc0-20c5ca55e7c9,2018-01-30 21:24,14,200909,213533,8970,44905,en,30708,com/sparkpeople/blog,ca,Windows,Microsoft Edge,16.0,PersonalComputer,9,1
00140761-0dfb-4ac5-9234-0919c60dd3c3,2018-01-30 14:45,5,199061,211521,1935,44810,de,30659,de/iphone-tricks/anleitung,de,macOS,Safari,11.0,PersonalComputer,,0
00f543c8-fbc5-4296-b24b-0780dd6cfa89,2018-01-30 18:03,135,202750,214126,2908,42598,en,29492,net/playgroundmag/cultura,ec,Android,Facebook App,,Phone,,0
02c13bb4-2382-46fe-b3a7-3a3bcd5d98ab,2018-01-30 13:49,14,201367,214002,2295,44222,en,30353,com/greatist/health,us,macOS,Safari,11.0,PersonalComputer,24.33333396911621,2
0302fdff-fa07-41ef-9da9-9ab37ea687ba,2018-01-30 09:52,29,188459,199432,7580,39477,en,27943,com/star-telegram/news,us,Android,Chrome Mobile,63.0,Phone,,21
0645e754-ea41-4a97-b29c-7951721fd42f,2018-01-30 01:09,15,201649,214352,8707,44612,en,30566,cl/publimetro/cl,do,Android,Chrome Mobile,63.0,Phone,,13
0911b008-f4ee-483b-bae4-3d833dc555f0,2018-01-30 15:23,14,199545,208469,8947,43490,de,29914,com/newsbuzzters/entertainment,de,iOS,Facebook App,,Phone,,1
0a3c613e-9c08-4a4f-baf7-fc3e507d772d,2018-01-30 13:29,9,197250,208437,4699,44662,de,30587,de/dogforum/index.php,at,iOS,Safari mobile,10.0,Phone,,0
0ca4d544-c9b2-4b40-b800-c8ffca933749,2018-01-30 16:55,27,202215,215127,6809,48065,en,32298,pe/rpp/economia,pe,Windows,Chrome,63.0,PersonalComputer,,1
9a04d757-96fc-46cc-bbfa-f78d690701d2,2018-01-30 18:51,13,201685,214670,3774,45254,de,30887,de/99damage/csgo,de,Android,Chrome Mobile,64.0,Phone,13.736842155456545,1
9b8f5fea-ad62-4617-8a95-2686735f5e3f,2018-01-30 06:10,15,201649,214352,8707,42598,en,29492,com/playgrounddo/fire,do,Android,Facebook App,,Phone,,1
a3a87f6c-706d-43d3-a503-8d07670c66ad,2018-01-30 00:56,14,200814,210439,8770,47962,en,32260,com/scrapdigest/five-fake-martial-arts-exposed-mma-fighters,us,iOS,Facebook App,,Tablet,,14
aa4d90f4-9e22-4717-93ab-253be24fce03,2018-01-30 03:45,29,189038,200179,1389,43567,en,29950,com/dallasnews/business,us,Windows,Chrome,63.0,PersonalComputer,,7
ab19c00b-e8f6-4674-8928-177788e11613,2018-01-30 20:12,15,201291,213746,6152,44222,en,30353,com/greatist/eat,us,iOS,Safari mobile,11.0,Phone,7,14
abd83f64-b5f3-46b8-ba61-d3f260f5a61c,2018-01-30 11:42,29,201961,214698,2867,47488,pt,31977,com/jetss/br,br,Android,Facebook App,,Phone,,4
ac3954e7-8292-48c0-b4b8-59e469beecc9,2018-01-30 09:34,9,199027,211480,8974,45254,de,30887,de/99damage/csgo,de,Android,Chrome Mobile,64.0,Phone,,0
af3e312b-c852-4c18-b7d8-19bddab58ea5,2018-01-30 12:09,5,199061,211733,1935,44810,de,30659,de/iphone-tricks/anleitung,de,Windows,Firefox,57.0,PersonalComputer,,2
0daf2e66-4c79-46db-b059-83b1c973ef77,2018-01-30 23:20,14,198776,211279,8970,43348,en,29834,com/thegailygrind/2018,ca,Android,Chrome Mobile,64.0,Phone,,0
0f8c537f-84e5-4128-ad08-ff74ba9e7ac0,2018-01-30 04:07,29,201719,214434,1355,42498,es,29437,com.ar/abcsaladillo/saladillo,ar,iOS,Safari mobile,10.0,Tablet,,6
10a66abb-8d9e-4170-849b-7a4e9bfbe004,2018-01-30 18:36,14,201291,213746,6152,44222,en,30353,com/greatist/fitness,us,Android,Chrome Mobile,64.0,Phone,,4
1196bf36-007b-424b-864e-b17efbd3e55e,2018-01-30 01:17,29,201296,213746,6152,43247,en,29786,com/destinationtips/destinations,us,Android,Facebook App,,Phone,,18
180e1056-7dcc-4090-a418-2e83e9830e76,2018-01-30 14:00,28,198703,215548,2211,42337,es,29373,com.ar/unoentrerios/m,ar,Android,Chrome Mobile,50.0,Phone,,0
1a410b46-970c-4689-aa17-4393f06f1989,2018-01-30 19:13,12,201365,214002,2295,44222,en,30353,com/greatist/eat,us,iOS,Chrome Mobile,63.0,Phone,,12
1acd0207-f28e-4581-87e8-298e9dcd1333,2018-01-30 03:06,14,201300,213745,6152,43247,en,29786,com/destinationtips/cruises,us,OS X,Chrome,63.0,PersonalComputer,,3
1cec91e4-a23e-4972-ad27-e28c01a4d667,2018-01-30 11:14,20,198407,210907,1591,45458,es,30959,com.ar/eleco/la-ciudad,ar,Android,Chrome Mobile,63.0,Phone,15.166666984558104,20
1f7da760-a625-4ab8-8b05-6fe2c345ce66,2018-01-30 03:00,30,202430,210802,1590,48174,en,32318,com/reductress/post,ca,Android,Facebook App,,Phone,,10
208ef47e-d175-4cb2-98bc-1a662afecd7a,2018-01-30 16:54,12,201370,214003,2295,44222,en,30353,com/greatist/eat,us,Windows,Chrome,63.0,PersonalComputer,,0
21af6e26-f3a1-4040-b4c6-08d4c0d6a6e7,2018-01-30 00:12,26,198108,210357,7096,42600,es,29493,com/dineroenimagen/m,mx,Android,Android webview,,Phone,,23
240a3373-bcfc-49de-a10f-796b7bd256d4,2018-01-30 15:26,29,202435,214873,8794,43571,en,29953,net/metalinjection/latest-news,us,Android,Chrome Mobile,64.0,Phone,,0
25debb3e-0b23-44ec-afc3-4c6fcc0b799d,2018-01-30 21:07,29,201302,213745,6152,43247,en,29786,com/destinationtips/destinations,us,Windows,Microsoft Edge,16.0,PersonalComputer,,0
28d837bd-9cc4-44a9-9498-de56ad66d5af,2018-01-30 00:07,14,199295,211998,5093,44222,en,30353,com/greatist/move,us,Windows,Chrome,63.0,PersonalComputer,,0
28eae948-507b-4945-8fcc-e7387f4f509f,2018-01-30 18:05,15,198510,215166,3978,43247,en,29786,com/destinationtips/advice,us,iOS,Facebook App,,Phone,,2
293f27ce-dc44-48ed-a2da-98aeec54e8f0,2018-01-30 17:00,14,180692,208037,3617,44810,de,30659,de/iphone-tricks/anleitung,de,iOS,Safari mobile,11.0,Phone,,1
91ec2f7c-d335-423d-8e7d-f7526b3e3df6,2018-01-30 20:01,19,197252,208437,4699,44662,de,30587,de/dogforum/index.php,at,iOS,Safari mobile,11.0,Phone,,8
94e86223-3b9e-40ea-9140-e81cd4066356,2018-01-30 23:08,20,201098,213721,2635,48065,en,32298,pe/rpp/economia,pe,Android,Chrome Mobile,63.0,Phone,23,5
951e6cc3-b614-40f0-b374-0398add26177,2018-01-30 20:18,14,199295,211998,5093,44222,en,30353,com/greatist/move,us,Windows,Microsoft Edge,16.0,PersonalComputer,,0
2a430937-0d2b-4fcc-b712-bee45a0261bb,2018-01-30 18:34,15,198252,210633,7595,44222,en,30353,com/greatist/fitness,us,iOS,Safari mobile,11.0,Phone,,0
2d51c48a-7abe-4e50-b6de-0ac8a19b6a1c,2018-01-30 19:19,18,196596,197912,4201,45254,de,30887,de/99damage/csgo,de,iOS,Safari mobile,11.0,Phone,,1
30327130-e8cb-48b9-b381-a532bd47702e,2018-01-30 20:25,30,201296,213746,6152,43247,en,29786,com/destinationtips/advice,us,Android,Facebook App,,Phone,,3
3179ed59-d819-4683-97ca-224dfb42fdc6,2018-01-30 23:16,11,201368,214003,2295,44222,en,30353,com/greatist/discover,us,Android,Android webview,,Phone,,9
31c118f1-6f3c-4597-b74d-8107adff0d68,2018-01-30 20:35,26,202215,215127,6809,48065,en,32298,pe/rpp/mundo,pe,iOS,Facebook App,,Phone,,9
337c71df-4518-433c-b3e0-d0f54eef43c1,2018-01-30 17:04,30,201296,213746,6152,44222,en,30353,com/greatist/eat,us,Android,Chrome Mobile,63.0,Phone,,17
e62410b8-5a3b-40b5-a341-b79600fe8600,2018-01-30 09:01,29,198062,210346,3562,43567,en,29950,com/dallasnews/news,us,Windows,Microsoft Edge,16.0,PersonalComputer,,0
eb83a2c2-5085-4808-82ce-78141a825927,2018-01-30 13:09,14,201291,213746,6152,44905,en,30708,com/sparkpeople/blog,us,iOS,Safari mobile,11.0,Tablet,2.2545454502105717,0
ecb971a0-c2bd-4199-8590-b7992101853f,2018-01-30 01:11,109,201736,211465,7096,42600,es,29493,com/dineroenimagen/m,mx,Android,Chrome Mobile,63.0,Phone,,0
ee59ae8f-5bb9-486f-8d2e-0cfd193f684c,2018-01-30 20:14,9,197249,208437,4699,44662,de,30587,de/dogforum/index.php,at,iOS,Safari mobile,9.0,Phone,,0
47f99820-4921-4aee-9668-ea3ac78cc873,2018-01-30 14:43,11,201369,214003,2295,44222,en,30353,com/greatist/move,us,Windows,Chrome,63.0,PersonalComputer,,5
4e3654d7-f42c-4170-bb0c-659ea841b019,2018-01-30 01:00,28,198703,215548,2211,42339,es,29375,com/sanjuan8/m,ar,iOS,Safari mobile,11.0,Phone,12,7
50675e49-3191-4c18-88f9-8223660d5cd3,2018-01-30 16:26,29,201081,213707,1359,48065,en,32298,pe/rpp/economia,pe,iOS,Safari mobile,11.0,Phone,17.5,4
52ce3794-9daa-4b81-8011-c381a354e836,2018-01-30 12:00,28,198703,215548,2211,43271,es,29800,com/ambito/910938-palazzo-llamo-a-plegarse-a-la-marcha-de-camioneros-y-le-dejo-un-mensaje-al-gobierno-se-equivocaron-de-enemigo,ar,Windows,Chrome,64.0,PersonalComputer,12,28
71977f7e-80ef-47b0-aa7f-71e2d536e757,2018-01-30 01:50,30,201961,214698,2867,47488,pt,31977,com/jetss/br,br,iOS,Facebook App,,Phone,,0
72f2e9e4-deef-45ed-b79d-559b1382630e,2018-01-30 15:33,15,198252,210633,7595,43247,en,29786,com/destinationtips/destinations,us,Android,Chrome Mobile,64.0,Phone,,1
75c1723d-6d9d-4472-9008-c200146f9748,2018-01-30 16:26,29,201302,213745,6152,44222,en,30353,com/greatist/live,us,Windows,Chrome,63.0,PersonalComputer,,25
6474980c-388a-4071-be3a-e966e5abcfd4,2018-01-30 16:12,19,198408,210907,1591,42335,es,29371,com.ar/lacapital/escenario,ar,Windows,Chrome,49.0,PersonalComputer,,0
64aa9dcc-a740-4169-b649-354a5efcfdb2,2018-01-30 14:53,30,201296,213746,6152,43247,en,29786,com/destinationtips/attractions,us,Android,Chrome Mobile,63.0,Phone,,4
653d50e9-375d-4e17-b6ef-8531e56bfa3b,2018-01-30 11:01,29,201878,208297,2270,47299,en,31884,co.uk/carpages/mercedes_benz,uk,Windows,Microsoft Edge,16.0,PersonalComputer,,3
653ea4b6-470d-4613-a5d5-811882ff6979,2018-01-30 04:32,14,201300,213745,6152,44222,en,30353,com/greatist/health,us,Windows,Firefox,39.0,PersonalComputer,,0
6bd085d5-23b6-4cae-8e7d-a94d56fccd73,2018-01-30 14:00,18,196589,197912,4201,45254,de,30887,de/99damage/csgo,de,Android,Mobile Samsung Browser,6.0,Phone,,17
cbe5ce94-47de-4df9-b08e-2cb1b74d163a,2018-01-30 01:34,14,201291,213746,6152,43247,en,29786,com/destinationtips/advice,us,iOS,Google App,17.0,Phone,,0
ce719faa-646f-4d4f-9bc3-00bc4d9dbed5,2018-01-30 01:31,20,198107,210357,7096,42600,es,29493,com/dineroenimagen/m,mx,Android,Android webview,,Phone,,0
83569ae9-cfdb-4502-81e9-0960a2c40a99,2018-01-30 00:54,14,201300,213745,6152,44905,en,30708,com/sparkpeople/resource,us,Windows,Microsoft Edge,16.0,PersonalComputer,3.1818182468414307,8
8699050a-4e2b-4d99-91ae-b1d79b276df7,2018-01-30 18:13,29,202631,214883,8794,45105,en,30826,com/sescoops/nia-jax-and-nikki-bella-take-shots-at-ronda-rousey,us,Windows,Microsoft Edge,16.0,PersonalComputer,12.916666984558104,7
88210d50-2683-41d9-9160-27f894b779ce,2018-01-30 20:28,29,189038,200179,1389,39477,en,27943,com/star-telegram/news,us,Windows,Chrome,63.0,PersonalComputer,0,0
887593b5-147a-43a5-a574-3571f6b6acfd,2018-01-30 12:18,14,201291,213746,6152,43247,en,29786,com/destinationtips/attractions,us,Android,Chrome Mobile,64.0,Phone,2,6
88c936b0-5b1a-49e9-8cec-e54c86884eba,2018-01-30 07:48,30,201296,213746,6152,43247,en,29786,com/destinationtips/destinations,us,Android,Chrome Mobile,64.0,Phone,,3
895c8fdd-f441-4675-99a4-25bc2cd770d2,2018-01-30 15:00,29,201302,213745,6152,43247,en,29786,com/destinationtips/advice,us,Windows,Chrome,63.0,PersonalComputer,,0
580821ee-d38e-44a9-8835-479561014d8e,2018-01-30 22:32,109,201736,211465,7096,42600,es,29493,com/dineroenimagen/m,mx,Android,Android webview,,Phone,,0
a579de18-f1b3-4b41-8daa-b550fb0f6bd6,2018-01-30 13:57,29,201081,213707,1359,42598,en,29492,net/playgroundmag/now,pe,Android,Chrome Mobile,52.0,Phone,,13
a585663f-8cea-4fef-9a42-6778603c0510,2018-01-30 01:11,29,201296,213746,6152,43247,en,29786,com/destinationtips/destinations,us,Android,Facebook App,,Phone,2,0
a6a424d8-3fdc-4e52-b467-90ca5289d4f3,2018-01-30 20:37,14,201769,214519,7157,43567,en,29950,com/dallasnews/life,us,Fire OS,Chrome Mobile,59.0,Tablet,0,7
a6e2b291-02ff-42fb-8441-dd75d67a1511,2018-01-30 00:52,29,201302,213745,6152,44907,en,30710,com/sparkpeople/recipes,us,Windows,Microsoft Edge,16.0,PersonalComputer,13.666666984558104,1
